Get:1 http://security.ubuntu.com/ubuntu noble-security InRelease [126 kB]
Hit:2 http://archive.ubuntu.com/ubuntu noble InRelease
Get:3 http://security.ubuntu.com/ubuntu noble-security/restricted amd64 Packages [1544 kB]
Get:4 http://archive.ubuntu.com/ubuntu noble-updates InRelease [126 kB]
Get:5 http://security.ubuntu.com/ubuntu noble-security/multiverse amd64 Packages [50.0 kB]
Get:6 http://security.ubuntu.com/ubuntu noble-security/main amd64 Packages [1090 kB]
Get:7 http://security.ubuntu.com/ubuntu noble-security/universe amd64 Packages [1520 kB]
Get:8 http://archive.ubuntu.com/ubuntu noble-backports InRelease [126 kB]
Get:9 http://archive.ubuntu.com/ubuntu noble-updates/main amd64 Packages [1419 kB]
Get:10 http://archive.ubuntu.com/ubuntu noble-updates/restricted amd64 Packages [1676 kB]
Get:11 http://archive.ubuntu.com/ubuntu noble-updates/universe amd64 Packages [2132 kB]
Get:12 http://archive.ubuntu.com/ubuntu noble-updates/multiverse amd64 Packages [55.8 kB]
Get:13 http://archive.ubuntu.com/ubuntu noble-backports/universe amd64 Packages [37.7 kB]
Get:14 http://archive.ubuntu.com/ubuntu noble-backports/main amd64 Packages [48.9 kB]
Get:15 http://archive.ubuntu.com/ubuntu noble-backports/multiverse amd64 Packages [671 B]
Fetched 9951 kB in 5s (2169 kB/s)
Reading package lists...
Reading package lists...
Building dependency tree...
Reading state information...
wget is already the newest version (1.21.4-1ubuntu4.1).
The following additional packages will be installed:
  binutils binutils-common binutils-x86-64-linux-gnu bzip2 cpp cpp-13
  cpp-13-x86-64-linux-gnu cpp-x86-64-linux-gnu dirmngr dpkg dpkg-dev fakeroot
  g++ g++-13 g++-13-x86-64-linux-gnu g++-x86-64-linux-gnu gcc gcc-13
  gcc-13-base gcc-13-x86-64-linux-gnu gcc-14-base gcc-x86-64-linux-gnu gnupg
  gnupg-l10n gnupg-utils gpg gpg-agent gpg-wks-client gpgconf gpgsm gpgv
  keyboxd libalgorithm-diff-perl libalgorithm-diff-xs-perl
  libalgorithm-merge-perl libasan8 libatomic1 libbinutils libc-bin
  libc-dev-bin libc-devtools libc6 libc6-dev libcc1-0 libcrypt-dev
  libctf-nobfd0 libctf0 libdpkg-perl libfakeroot libfile-fcntllock-perl
  libgcc-13-dev libgcc-s1 libgd3 libgomp1 libgprofng0 libhwasan0 libisl23
  libitm1 libjansson4 libksba8 liblocale-gettext-perl liblsan0 liblzma5
  libmpc3 libmpfr6 libquadmath0 libreadline8t64 libsframe1 libsqlite3-0
  libstdc++-13-dev libstdc++6 libtsan2 libubsan1 libxpm4 linux-libc-dev
  lto-disabled-list make manpages manpages-dev pinentry-curses readline-common
  rpcsvc-proto xz-utils
Suggested packages:
  binutils-doc gprofng-gui bzip2-doc cpp-doc gcc-13-locales cpp-13-doc
  dbus-user-session libpam-systemd pinentry-gnome3 tor debsig-verify
  debian-keyring g++-multilib g++-13-multilib gcc-13-doc gcc-multilib autoconf
  automake libtool flex bison gdb gcc-doc gcc-13-multilib gdb-x86-64-linux-gnu
  parcimonie xloadimage gpg-wks-server scdaemon glibc-doc locales libnss-nis
  libnss-nisplus bzr libgd-tools libstdc++-13-doc make-doc man-browser
  pinentry-doc readline-doc
The following NEW packages will be installed:
  binutils binutils-common binutils-x86-64-linux-gnu build-essential bzip2 cpp
  cpp-13 cpp-13-x86-64-linux-gnu cpp-x86-64-linux-gnu dirmngr dpkg-dev
  fakeroot g++ g++-13 g++-13-x86-64-linux-gnu g++-x86-64-linux-gnu gcc gcc-13
  gcc-13-base gcc-13-x86-64-linux-gnu gcc-x86-64-linux-gnu gnupg gnupg-l10n
  gnupg-utils gpg gpg-agent gpg-wks-client gpgconf gpgsm keyboxd
  libalgorithm-diff-perl libalgorithm-diff-xs-perl libalgorithm-merge-perl
  libasan8 libatomic1 libbinutils libc-dev-bin libc-devtools libc6-dev
  libcc1-0 libcrypt-dev libctf-nobfd0 libctf0 libdpkg-perl libfakeroot
  libfile-fcntllock-perl libgcc-13-dev libgd3 libgprofng0 libhwasan0 libisl23
  libitm1 libjansson4 libksba8 liblocale-gettext-perl liblsan0 libmpc3
  libmpfr6 libquadmath0 libreadline8t64 libsframe1 libsqlite3-0
  libstdc++-13-dev libtsan2 libubsan1 libxpm4 linux-libc-dev lto-disabled-list
  make manpages manpages-dev ncompress pinentry-curses readline-common
  rpcsvc-proto xz-utils
The following packages will be upgraded:
  dpkg gcc-14-base gpgv libc-bin libc6 libgcc-s1 libgomp1 liblzma5 libstdc++6
   250K .......... ..........                                 100%  658K=1.3s

2026-07-25 04:52:52 (211 KB/s) - 'POVDOC.TAR.Z' saved [276500/276500]

--2026-07-25 04:52:52--  https://www.povray.org/ftp/pub/povray/Old-Versions/Official-2.2/POVSCN.TAR.Z
Resolving www.povray.org (www.povray.org)... 203.29.75.48
Connecting to www.povray.org (www.povray.org)|203.29.75.48|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 744789 (727K) [application/x-compress]
Saving to: 'POVSCN.TAR.Z'

     0K .......... .......... .......... .......... ..........  6% 88.9K 8s
    50K .......... .......... .......... .......... .......... 13%  320K 5s
   100K .......... .......... .......... .......... .......... 20%  197K 4s
   150K .......... .......... .......... .......... .......... 27%  217K 3s
   200K .......... .......... .......... .......... .......... 34%  679K 2s
   250K .......... .......... .......... .......... .......... 41%  240K 2s
   300K .......... .......... .......... .......... .......... 48% 1.26M 2s
   350K .......... .......... .......... .......... .......... 54%  227K 1s
   400K .......... .......... .......... .......... .......... 61%  260K 1s
   450K .......... .......... .......... .......... .......... 68%  715K 1s
   500K .......... .......... .......... .......... .......... 75%  338K 1s
   550K .......... .......... .......... .......... .......... 82%  290K 0s
   600K .......... .......... .......... .......... .......... 89% 2.52M 0s
   650K .......... .......... .......... .......... .......... 96%  536K 0s
   700K .......... .......... .......                         100% 4.90M=2.4s

2026-07-25 04:52:56 (298 KB/s) - 'POVSCN.TAR.Z' saved [744789/744789]

--2026-07-25 04:52:56--  https://www.povray.org/ftp/pub/povray/Old-Versions/Official-2.2/POVSRC.TAR.Z
Resolving www.povray.org (www.povray.org)... 203.29.75.48
Connecting to www.povray.org (www.povray.org)|203.29.75.48|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 575233 (562K) [application/x-compress]
Saving to: 'POVSRC.TAR.Z'

     0K .......... .......... .......... .......... ..........  8%  104K 5s
    50K .......... .......... .......... .......... .......... 17%  182K 3s
   100K .......... .......... .......... .......... .......... 26%  861K 2s
   150K .......... .......... .......... .......... .......... 35%  198K 2s
   200K .......... .......... .......... .......... .......... 44%  350K 2s
   250K .......... .......... .......... .......... .......... 53%  244K 1s
   300K .......... .......... .......... .......... .......... 62%  274K 1s
   350K .......... .......... .......... .......... .......... 71%  859K 1s
   400K .......... .......... .......... .......... .......... 80%  911K 0s
   450K .......... .......... .......... .......... .......... 89%  233K 0s
   500K .......... .......... .......... .......... .......... 97%  764K 0s
   550K .......... .                                          100%  469K=2.0s

2026-07-25 04:52:59 (279 KB/s) - 'POVSRC.TAR.Z' saved [575233/575233]

gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 povray.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 bezier.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 blob.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 bound.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 boxes.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 camera.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 colour.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 cones.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 csg.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 discs.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 dump.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 express.c
povray.c: In function 'Print_Options':
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 gif.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 gifdecod.c
povray.c:848:28: warning: format '%d' expects argument of type 'int', but argument 3 has type 'long int' [-Wformat=]
  848 |       fprintf (stdout,"+mb%d ", Bounds_Threshold);
      |                           ~^    ~~~~~~~~~~~~~~~~
      |                            |    |
      |                            int  long int
      |                           %ld
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 hfield.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 iff.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 image.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 lighting.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 matrices.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 normal.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 objects.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 parse.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 pigment.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 planes.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 point.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 poly.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 quadrics.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 raw.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 ray.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 render.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 spheres.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 targa.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 texture.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 tokenize.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 triangle.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 txttest.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 vect.c
gcc -c -O2 -std=c89 -Wno-error -DMAX_CONSTANTS=2000 unix.c
gcc -o povray -O2 povray.o bezier.o blob.o bound.o boxes.o camera.o colour.o cones.o csg.o discs.o dump.o express.o gif.o gifdecod.o hfield.o iff.o image.o lighting.o matrices.o normal.o objects.o parse.o pigment.o planes.o point.o poly.o quadrics.o raw.o ray.o render.o spheres.o targa.o texture.o tokenize.o triangle.o txttest.o vect.o unix.o -lm
Testing scene parsing...

  Persistence of Vision Raytracer Ver 2.2.u
    This is an unofficial version compiled by:
     FILL IN NAME HERE.........................
     The POV-Ray Team is not responsible for supporting this version.
  Copyright 1993 POV-Team
  ----------------------------------------------------------------------
  POV-Ray is based on DKBTrace 2.12 by David K. Buck & Aaron A. Collins.
    Contributing Authors: (Alphabetically)
       Steve Anger        Steve A. Bennett   David K. Buck
       Aaron A. Collins   Alexander Enzmann  Dan Farmer
       Douglas Muir       Bill Pulver        Robert Skinner
       Scott Taylor       Drew Wells         Chris Young
    Other contributors listed in the documentation.
  ----------------------------------------------------------------------
Parsing.........
Preprocessing...

POV-Ray Options in effect: +fd +p +mb25 -q9 -w100 -h100 -s1 -e100
-k0.000 -mv2.0 -i/app/deps/illum1.pov -o/dev/null -l/app/povray-2.2/povdoc/include 

/app/deps/illum1.pov statistics
--------------------------------------
Resolution 100 x 100
# Rays:       91599    # Pixels:       10000  # Pixels supersampled:          0
  Ray->Shape Intersection Tests:
   Type             Tests    Succeeded   Percentage
  -----------------------------------------------------------
  Sphere          1425304      220437       15.47
  Plane            554006      284736       51.40
  Quadric          276956        3942        1.42
  Calls to DNoise:       53224
  Shadow Ray Tests:    1277250     Blocking Objects Found:      147516
  Reflected Rays:        47187
  Refracted Rays:        34412
